type,client,tx,amount
withdrawal,18,1025,2.0
deposit,97,1026,7.6499999999999995
withdrawal,33,1027,1.55
withdrawal,76,1028,1.0
withdrawal,42,1029,1.0
withdrawal,94,1030,1.55
withdrawal,15,1031,2.55
deposit,94,1032,3.0
withdrawal,4,1033,2.55
withdrawal,14,1034,1.0
withdrawal,83,1035,2.0
deposit,31,1036,6.0
withdrawal,39,1037,1.55
deposit,40,1038,3.0
deposit,36,1039,7.6499999999999995
withdrawal,84,1040,1.55
withdrawal,10,1041,2.55
withdrawal,1,1042,1.0
withdrawal,24,1043,2.0
withdrawal,1,1044,1.55
withdrawal,50,1045,1.55
withdrawal,11,1046,2.0
withdrawal,80,1047,1.0
withdrawal,96,1048,2.55
withdrawal,43,1049,1.55
deposit,2,1050,7.6499999999999995
withdrawal,44,1051,2.0
deposit,33,1052,6.0
withdrawal,12,1053,1.0
withdrawal,34,1054,1.55
deposit,82,1055,3.0
withdrawal,85,1056,2.55
withdrawal,9,1057,1.0
deposit,61,1058,3.0
deposit,47,1059,7.6499999999999995
deposit,45,1060,4.65
withdrawal,83,1061,1.55
withdrawal,29,1062,2.55
withdrawal,70,1063,2.0
deposit,24,1064,4.65
deposit,36,1065,4.65
deposit,73,1066,7.6499999999999995
withdrawal,2,1067,1.0
deposit,5,1068,3.0
withdrawal,92,1069,1.0
deposit,1,1070,3.0
withdrawal,64,1071,2.0
withdrawal,1,1072,2.55
deposit,77,1073,4.65
deposit,69,1074,3.0
deposit,57,1075,3.0
deposit,43,1076,7.6499999999999995
withdrawal,69,1077,1.55
deposit,94,1078,4.65
withdrawal,76,1079,2.0
deposit,56,1080,4.65
withdrawal,25,1081,2.0
withdrawal,21,1082,2.0
withdrawal,89,1083,1.0
deposit,56,1084,3.0
withdrawal,28,1085,2.0
deposit,99,1086,7.6499999999999995
withdrawal,76,1087,2.0
withdrawal,70,1088,2.55
deposit,9,1089,4.65
deposit,31,1090,3.0
withdrawal,25,1091,1.55
deposit,45,1092,7.6499999999999995
deposit,79,1093,4.65
deposit,34,1094,6.0
deposit,96,1095,4.65
withdrawal,99,1096,1.0
deposit,5,1097,6.0
deposit,90,1098,6.0
deposit,76,1099,3.0
withdrawal,58,1100,2.0
deposit,56,1101,4.65
deposit,89,1102,4.65
deposit,24,1103,4.65
deposit,72,1104,4.65
deposit,59,1105,7.6499999999999995
withdrawal,22,1106,2.55
withdrawal,58,1107,2.0
withdrawal,46,1108,2.55
withdrawal,12,1109,2.55
withdrawal,53,1110,2.0
deposit,44,1111,4.65
deposit,27,1112,3.0
withdrawal,79,1113,2.55
withdrawal,77,1114,2.55
withdrawal,43,1115,2.0
withdrawal,90,1116,2.0
withdrawal,50,1117,1.0
deposit,79,1118,6.0
deposit,19,1119,6.0
withdrawal,6,1120,2.55
withdrawal,7,1121,1.55
withdrawal,42,1122,1.55
deposit,15,1123,7.6499999999999995
deposit,14,1124,4.65
withdrawal,3,1125,2.0
deposit,49,1126,4.65
deposit,35,1127,4.65
withdrawal,38,1128,1.55
deposit,95,1129,3.0
deposit,60,1130,6.0
withdrawal,13,1131,2.0
deposit,96,1132,6.0
withdrawal,34,1133,1.0
withdrawal,14,1134,1.0
withdrawal,66,1135,2.0
deposit,71,1136,7.6499999999999995
withdrawal,2,1137,1.0
deposit,40,1138,3.0
withdrawal,61,1139,1.0
deposit,75,1140,4.65
withdrawal,39,1141,2.55
withdrawal,79,1142,2.0
withdrawal,2,1143,2.0
withdrawal,30,1144,1.0
deposit,14,1145,3.0
withdrawal,68,1146,2.55
deposit,8,1147,7.6499999999999995
withdrawal,45,1148,1.0
deposit,20,1149,4.65
withdrawal,72,1150,2.55
deposit,61,1151,6.0
withdrawal,98,1152,1.55
withdrawal,3,1153,2.0
deposit,60,1154,7.6499999999999995
withdrawal,97,1155,1.55
deposit,52,1156,7.6499999999999995
withdrawal,53,1157,2.0
withdrawal,33,1158,1.55
withdrawal,67,1159,1.55
withdrawal,42,1160,1.55
withdrawal,36,1161,1.55
withdrawal,21,1162,1.0
deposit,72,1163,4.65
withdrawal,91,1164,1.55
withdrawal,92,1165,2.55
deposit,19,1166,3.0
withdrawal,85,1167,1.55
deposit,75,1168,7.6499999999999995
deposit,33,1169,6.0
deposit,8,1170,7.6499999999999995
withdrawal,4,1171,2.55
deposit,74,1172,4.65
withdrawal,54,1173,1.55
deposit,16,1174,4.65
withdrawal,24,1175,1.55
deposit,54,1176,3.0
withdrawal,29,1177,1.0
withdrawal,80,1178,1.0
withdrawal,87,1179,2.55
withdrawal,70,1180,1.0
withdrawal,44,1181,2.0
withdrawal,18,1182,1.55
deposit,90,1183,7.6499999999999995
deposit,24,1184,4.65
deposit,58,1185,4.65
deposit,15,1186,7.6499999999999995
withdrawal,18,1187,2.55
withdrawal,71,1188,1.55
deposit,15,1189,6.0
deposit,52,1190,4.65
deposit,79,1191,7.6499999999999995
withdrawal,60,1192,2.0
withdrawal,45,1193,1.55
withdrawal,28,1194,1.55
deposit,68,1195,6.0
deposit,54,1196,3.0
deposit,92,1197,6.0
withdrawal,2,1198,2.55
deposit,92,1199,6.0
withdrawal,76,1200,2.55
withdrawal,25,1201,1.0
withdrawal,86,1202,1.55
deposit,34,1203,6.0
deposit,70,1204,4.65
deposit,80,1205,3.0
withdrawal,33,1206,1.55
withdrawal,51,1207,2.55
withdrawal,48,1208,2.0
deposit,49,1209,6.0
deposit,52,1210,3.0
withdrawal,36,1211,1.0
deposit,81,1212,4.65
withdrawal,69,1213,2.55
deposit,41,1214,6.0
deposit,68,1215,7.6499999999999995
deposit,73,1216,4.65
deposit,34,1217,6.0
deposit,11,1218,6.0
withdrawal,16,1219,1.55
deposit,25,1220,7.6499999999999995
deposit,63,1221,4.65
withdrawal,25,1222,1.0
withdrawal,15,1223,2.55
withdrawal,40,1224,1.0
withdrawal,88,1225,1.0
deposit,1,1226,3.0
withdrawal,17,1227,1.0
withdrawal,19,1228,2.55
deposit,20,1229,4.65
withdrawal,13,1230,1.0
deposit,87,1231,7.6499999999999995
deposit,62,1232,6.0
deposit,50,1233,3.0
deposit,84,1234,3.0
deposit,73,1235,7.6499999999999995
deposit,95,1236,3.0
withdrawal,28,1237,1.55
withdrawal,75,1238,1.0
withdrawal,22,1239,2.55
deposit,4,1240,7.6499999999999995
deposit,19,1241,7.6499999999999995
withdrawal,5,1242,1.0
deposit,12,1243,7.6499999999999995
deposit,24,1244,7.6499999999999995
withdrawal,86,1245,2.55
withdrawal,68,1246,1.0
withdrawal,12,1247,1.0
withdrawal,65,1248,1.0
withdrawal,40,1249,2.55
deposit,57,1250,3.0
withdrawal,43,1251,1.55
withdrawal,82,1252,1.55
deposit,5,1253,6.0
deposit,17,1254,3.0
deposit,16,1255,6.0
deposit,93,1256,6.0
withdrawal,87,1257,2.0
deposit,25,1258,7.6499999999999995
deposit,45,1259,6.0
withdrawal,78,1260,1.55
deposit,18,1261,7.6499999999999995
deposit,44,1262,3.0
deposit,96,1263,6.0
withdrawal,21,1264,1.55
withdrawal,28,1265,1.55
deposit,50,1266,3.0
withdrawal,55,1267,2.0
deposit,30,1268,4.65
deposit,31,1269,4.65
withdrawal,22,1270,1.0
withdrawal,24,1271,2.55
withdrawal,25,1272,1.0
withdrawal,76,1273,2.0
withdrawal,46,1274,2.0
deposit,71,1275,3.0
withdrawal,97,1276,2.55
withdrawal,61,1277,1.0
withdrawal,59,1278,1.55
deposit,17,1279,3.0
withdrawal,67,1280,2.55
deposit,97,1281,7.6499999999999995
withdrawal,69,1282,2.0
deposit,57,1283,4.65
deposit,82,1284,4.65
withdrawal,78,1285,1.55
deposit,63,1286,6.0
deposit,72,1287,3.0
deposit,87,1288,3.0
withdrawal,48,1289,1.55
deposit,21,1290,4.65
withdrawal,74,1291,1.0
withdrawal,1,1292,2.55
withdrawal,41,1293,2.0
deposit,64,1294,4.65
deposit,19,1295,4.65
withdrawal,68,1296,1.0
withdrawal,68,1297,2.55
withdrawal,40,1298,1.55
withdrawal,15,1299,2.0
withdrawal,62,1300,2.55
withdrawal,72,1301,2.0
withdrawal,76,1302,2.55
deposit,54,1303,4.65
withdrawal,81,1304,2.55
withdrawal,80,1305,2.0
withdrawal,36,1306,1.55
deposit,49,1307,3.0
deposit,62,1308,7.6499999999999995
deposit,44,1309,7.6499999999999995
deposit,80,1310,6.0
deposit,3,1311,6.0
withdrawal,88,1312,1.55
deposit,87,1313,7.6499999999999995
withdrawal,43,1314,2.0
withdrawal,5,1315,1.55
withdrawal,5,1316,2.0
withdrawal,26,1317,1.55
withdrawal,96,1318,2.55
withdrawal,48,1319,2.0
withdrawal,32,1320,2.55
withdrawal,38,1321,1.0
withdrawal,17,1322,2.55
deposit,81,1323,7.6499999999999995
withdrawal,6,1324,2.55
deposit,40,1325,7.6499999999999995
withdrawal,74,1326,2.55
deposit,25,1327,7.6499999999999995
withdrawal,20,1328,2.55
deposit,86,1329,4.65
withdrawal,53,1330,2.55
deposit,88,1331,6.0
deposit,66,1332,7.6499999999999995
withdrawal,41,1333,1.0
deposit,47,1334,7.6499999999999995
deposit,18,1335,6.0
withdrawal,66,1336,2.0
withdrawal,35,1337,1.55
deposit,26,1338,3.0
withdrawal,15,1339,1.0
deposit,70,1340,4.65
deposit,69,1341,6.0
deposit,35,1342,3.0
withdrawal,23,1343,2.0
deposit,19,1344,4.65
deposit,6,1345,3.0
withdrawal,7,1346,2.0
withdrawal,66,1347,2.55
withdrawal,93,1348,1.0
withdrawal,48,1349,2.55
withdrawal,12,1350,2.55
deposit,33,1351,7.6499999999999995
withdrawal,47,1352,1.55
deposit,45,1353,6.0
deposit,51,1354,4.65
deposit,43,1355,7.6499999999999995
withdrawal,1,1356,1.0
withdrawal,18,1357,2.55
withdrawal,66,1358,1.55
withdrawal,52,1359,1.55
deposit,50,1360,7.6499999999999995
withdrawal,67,1361,2.55
deposit,5,1362,7.6499999999999995
withdrawal,4,1363,2.0
withdrawal,65,1364,1.0
withdrawal,39,1365,2.0
withdrawal,31,1366,1.0
deposit,32,1367,7.6499999999999995
withdrawal,59,1368,1.0
deposit,67,1369,3.0
deposit,68,1370,7.6499999999999995
deposit,14,1371,6.0
deposit,20,1372,6.0
deposit,17,1373,6.0
deposit,56,1374,3.0
withdrawal,49,1375,2.0
withdrawal,81,1376,1.0
deposit,43,1377,4.65
deposit,37,1378,6.0
deposit,71,1379,4.65
deposit,55,1380,7.6499999999999995
withdrawal,66,1381,1.55
deposit,84,1382,4.65
deposit,22,1383,4.65
withdrawal,89,1384,1.0
withdrawal,53,1385,1.0
deposit,18,1386,7.6499999999999995
withdrawal,39,1387,2.0
deposit,1,1388,7.6499999999999995
withdrawal,37,1389,1.0
deposit,70,1390,7.6499999999999995
withdrawal,20,1391,2.55
deposit,86,1392,3.0
deposit,28,1393,6.0
withdrawal,48,1394,2.0
deposit,82,1395,3.0
withdrawal,66,1396,1.0
deposit,56,1397,7.6499999999999995
withdrawal,97,1398,2.0
deposit,91,1399,7.6499999999999995
withdrawal,42,1400,1.55
withdrawal,78,1401,2.0
withdrawal,7,1402,1.0
withdrawal,85,1403,1.55
withdrawal,51,1404,1.0
withdrawal,23,1405,2.0
withdrawal,3,1406,1.55
withdrawal,28,1407,2.55
deposit,68,1408,7.6499999999999995
withdrawal,41,1409,1.55
withdrawal,70,1410,1.55
deposit,6,1411,3.0
withdrawal,3,1412,1.0
deposit,10,1413,3.0
deposit,16,1414,6.0
deposit,91,1415,4.65
withdrawal,75,1416,2.0
withdrawal,47,1417,2.0
withdrawal,72,1418,1.55
withdrawal,25,1419,1.55
withdrawal,39,1420,2.55
deposit,55,1421,3.0
withdrawal,35,1422,2.55
deposit,39,1423,6.0
deposit,69,1424,7.6499999999999995
deposit,78,1425,4.65
withdrawal,17,1426,1.0
deposit,88,1427,3.0
deposit,23,1428,4.65
withdrawal,49,1429,2.0
withdrawal,91,1430,2.55
withdrawal,74,1431,2.55
withdrawal,1,1432,2.55
deposit,54,1433,4.65
deposit,92,1434,6.0
withdrawal,41,1435,1.0
deposit,64,1436,4.65
withdrawal,86,1437,2.55
deposit,30,1438,6.0
deposit,35,1439,7.6499999999999995
withdrawal,10,1440,1.55
withdrawal,36,1441,1.55
deposit,10,1442,6.0
deposit,62,1443,6.0
deposit,75,1444,3.0
withdrawal,81,1445,1.0
deposit,41,1446,7.6499999999999995
deposit,90,1447,3.0
deposit,28,1448,7.6499999999999995
withdrawal,20,1449,1.55
deposit,91,1450,4.65
deposit,7,1451,6.0
withdrawal,83,1452,2.55
deposit,44,1453,4.65
withdrawal,10,1454,1.0
withdrawal,27,1455,2.55
deposit,94,1456,7.6499999999999995
deposit,53,1457,6.0
withdrawal,97,1458,1.0
withdrawal,44,1459,2.0
deposit,10,1460,4.65
withdrawal,40,1461,1.55
deposit,46,1462,7.6499999999999995
deposit,42,1463,4.65
withdrawal,60,1464,2.55
deposit,64,1465,7.6499999999999995
deposit,85,1466,4.65
deposit,42,1467,7.6499999999999995
deposit,13,1468,7.6499999999999995
withdrawal,10,1469,2.0
deposit,37,1470,6.0
withdrawal,35,1471,2.0
withdrawal,5,1472,1.55
withdrawal,89,1473,2.0
deposit,37,1474,6.0
deposit,51,1475,4.65
withdrawal,11,1476,1.0
deposit,4,1477,7.6499999999999995
deposit,68,1478,3.0
withdrawal,81,1479,1.0
deposit,73,1480,3.0
deposit,95,1481,7.6499999999999995
deposit,62,1482,3.0
withdrawal,1,1483,2.55
deposit,89,1484,4.65
withdrawal,93,1485,2.55
withdrawal,68,1486,2.55
withdrawal,17,1487,2.55
deposit,81,1488,4.65
deposit,49,1489,4.65
deposit,69,1490,3.0
withdrawal,11,1491,1.55
withdrawal,76,1492,1.0
withdrawal,87,1493,2.55
deposit,1,1494,6.0
withdrawal,17,1495,1.0
withdrawal,53,1496,1.0
withdrawal,72,1497,2.55
withdrawal,22,1498,1.0
withdrawal,39,1499,2.55
withdrawal,77,1500,1.55
withdrawal,25,1501,2.0
withdrawal,11,1502,1.55
deposit,56,1503,6.0
withdrawal,69,1504,1.55
deposit,39,1505,4.65
deposit,50,1506,7.6499999999999995
deposit,85,1507,7.6499999999999995
withdrawal,80,1508,2.0
withdrawal,19,1509,2.55
withdrawal,58,1510,1.55
deposit,97,1511,6.0
withdrawal,29,1512,2.0
withdrawal,93,1513,2.55
deposit,9,1514,7.6499999999999995
deposit,89,1515,3.0
withdrawal,44,1516,1.55
deposit,21,1517,3.0
deposit,5,1518,7.6499999999999995
withdrawal,33,1519,2.55
withdrawal,14,1520,2.0
deposit,6,1521,4.65
deposit,79,1522,6.0
deposit,70,1523,7.6499999999999995
deposit,77,1524,6.0
deposit,31,1525,3.0
withdrawal,16,1526,1.0
withdrawal,19,1527,1.0
deposit,6,1528,7.6499999999999995
withdrawal,84,1529,1.55
deposit,7,1530,3.0
deposit,49,1531,3.0
withdrawal,30,1532,1.0
deposit,77,1533,4.65
deposit,74,1534,3.0
deposit,50,1535,4.65
withdrawal,61,1536,2.55
deposit,67,1537,6.0
deposit,91,1538,3.0
withdrawal,29,1539,1.55
deposit,65,1540,6.0
deposit,17,1541,3.0
withdrawal,71,1542,1.55
withdrawal,14,1543,2.0
deposit,29,1544,3.0
deposit,12,1545,7.6499999999999995
deposit,31,1546,3.0
deposit,95,1547,6.0
withdrawal,21,1548,2.0
withdrawal,83,1549,1.55
withdrawal,86,1550,2.55
withdrawal,10,1551,2.0
deposit,85,1552,6.0
withdrawal,11,1553,1.55
deposit,86,1554,3.0
deposit,5,1555,6.0
deposit,79,1556,3.0
deposit,86,1557,7.6499999999999995
deposit,6,1558,4.65
withdrawal,67,1559,1.0
withdrawal,6,1560,2.0
withdrawal,29,1561,2.0
deposit,61,1562,3.0
deposit,55,1563,7.6499999999999995
deposit,68,1564,4.65
deposit,2,1565,6.0
withdrawal,40,1566,1.55
deposit,76,1567,6.0
deposit,62,1568,3.0
deposit,84,1569,7.6499999999999995
withdrawal,43,1570,1.55
deposit,1,1571,3.0
deposit,75,1572,3.0
withdrawal,96,1573,1.0
withdrawal,59,1574,2.55
deposit,11,1575,6.0
withdrawal,2,1576,1.55
deposit,88,1577,4.65
deposit,62,1578,6.0
deposit,91,1579,3.0
deposit,1,1580,6.0
withdrawal,26,1581,2.0
deposit,77,1582,7.6499999999999995
deposit,76,1583,4.65
deposit,16,1584,7.6499999999999995
deposit,84,1585,6.0
withdrawal,62,1586,1.55
deposit,33,1587,4.65
withdrawal,37,1588,2.55
deposit,27,1589,7.6499999999999995
deposit,99,1590,7.6499999999999995
withdrawal,17,1591,1.0
withdrawal,35,1592,1.0
deposit,56,1593,3.0
deposit,59,1594,6.0
withdrawal,79,1595,1.0
deposit,54,1596,3.0
withdrawal,27,1597,1.0
withdrawal,53,1598,2.0
withdrawal,76,1599,2.55
withdrawal,91,1600,1.55
deposit,93,1601,3.0
deposit,79,1602,7.6499999999999995
deposit,41,1603,7.6499999999999995
withdrawal,94,1604,2.55
deposit,94,1605,7.6499999999999995
deposit,35,1606,7.6499999999999995
deposit,49,1607,6.0
deposit,21,1608,6.0
withdrawal,15,1609,1.0
deposit,17,1610,6.0
withdrawal,70,1611,2.0
withdrawal,71,1612,1.0
withdrawal,14,1613,1.0
withdrawal,53,1614,1.0
withdrawal,83,1615,1.55
withdrawal,37,1616,2.55
deposit,57,1617,7.6499999999999995
withdrawal,81,1618,1.55
withdrawal,49,1619,1.55
withdrawal,4,1620,2.0
withdrawal,44,1621,1.55
withdrawal,82,1622,2.55
deposit,24,1623,6.0
deposit,95,1624,4.65
withdrawal,88,1625,1.55
withdrawal,54,1626,1.0
deposit,7,1627,4.65
deposit,94,1628,6.0
withdrawal,69,1629,2.55
deposit,3,1630,6.0
deposit,16,1631,3.0
deposit,42,1632,3.0
withdrawal,35,1633,2.55
deposit,25,1634,6.0
deposit,17,1635,4.65
withdrawal,29,1636,2.55
deposit,87,1637,7.6499999999999995
withdrawal,84,1638,2.0
deposit,58,1639,7.6499999999999995
withdrawal,30,1640,1.0
deposit,30,1641,6.0
deposit,35,1642,4.65
withdrawal,10,1643,1.55
withdrawal,17,1644,1.55
withdrawal,88,1645,2.55
deposit,96,1646,4.65
deposit,8,1647,4.65
deposit,71,1648,4.65
withdrawal,2,1649,2.0
withdrawal,96,1650,1.55
withdrawal,12,1651,1.55
deposit,98,1652,7.6499999999999995
deposit,80,1653,6.0
deposit,40,1654,6.0
deposit,74,1655,3.0
deposit,4,1656,4.65
deposit,11,1657,7.6499999999999995
withdrawal,76,1658,1.55
withdrawal,57,1659,2.55
withdrawal,28,1660,2.55
withdrawal,96,1661,2.55
withdrawal,47,1662,1.0
withdrawal,48,1663,1.55
deposit,55,1664,7.6499999999999995
withdrawal,35,1665,1.0
withdrawal,28,1666,2.55
withdrawal,4,1667,2.0
withdrawal,73,1668,1.0
withdrawal,72,1669,1.55
deposit,70,1670,6.0
deposit,18,1671,3.0
withdrawal,48,1672,2.55
deposit,11,1673,3.0
deposit,52,1674,4.65
deposit,96,1675,4.65
deposit,77,1676,6.0
deposit,98,1677,7.6499999999999995
withdrawal,94,1678,2.0
withdrawal,24,1679,2.0
withdrawal,87,1680,2.0
withdrawal,66,1681,2.0
deposit,40,1682,7.6499999999999995
deposit,64,1683,6.0
deposit,84,1684,6.0
withdrawal,70,1685,1.55
withdrawal,44,1686,1.55
withdrawal,14,1687,2.55
withdrawal,33,1688,2.55
withdrawal,95,1689,1.55
withdrawal,35,1690,1.0
deposit,36,1691,4.65
withdrawal,99,1692,1.0
deposit,58,1693,4.65
withdrawal,18,1694,2.55
withdrawal,47,1695,1.0
withdrawal,45,1696,1.0
withdrawal,25,1697,2.0
deposit,34,1698,7.6499999999999995
withdrawal,41,1699,2.0
deposit,1,1700,3.0
deposit,66,1701,4.65
deposit,59,1702,6.0
deposit,64,1703,3.0
withdrawal,79,1704,2.55
withdrawal,78,1705,1.0
deposit,28,1706,4.65
withdrawal,20,1707,1.55
withdrawal,6,1708,2.55
withdrawal,54,1709,2.55
deposit,83,1710,3.0
deposit,12,1711,4.65
withdrawal,78,1712,2.0
deposit,63,1713,7.6499999999999995
withdrawal,55,1714,2.55
deposit,10,1715,7.6499999999999995
deposit,37,1716,4.65
deposit,13,1717,7.6499999999999995
deposit,92,1718,4.65
deposit,2,1719,4.65
withdrawal,33,1720,2.0
withdrawal,79,1721,1.55
withdrawal,4,1722,1.0
deposit,78,1723,6.0
withdrawal,9,1724,1.55
deposit,68,1725,6.0
deposit,8,1726,6.0
withdrawal,96,1727,2.0
deposit,18,1728,3.0
withdrawal,62,1729,2.0
deposit,11,1730,6.0
deposit,3,1731,6.0
withdrawal,83,1732,2.0
deposit,10,1733,7.6499999999999995
deposit,80,1734,7.6499999999999995
withdrawal,60,1735,2.55
deposit,18,1736,7.6499999999999995
deposit,55,1737,4.65
withdrawal,73,1738,2.55
deposit,24,1739,4.65
withdrawal,47,1740,2.0
withdrawal,5,1741,2.55
withdrawal,41,1742,2.55
withdrawal,43,1743,1.0
withdrawal,92,1744,1.55
withdrawal,94,1745,2.55
deposit,63,1746,3.0
deposit,45,1747,6.0
withdrawal,86,1748,1.55
deposit,9,1749,4.65
withdrawal,12,1750,2.0
withdrawal,51,1751,2.55
withdrawal,31,1752,2.55
withdrawal,26,1753,1.0
withdrawal,94,1754,1.0
deposit,47,1755,6.0
deposit,36,1756,3.0
withdrawal,36,1757,2.55
deposit,69,1758,4.65
deposit,67,1759,4.65
deposit,95,1760,7.6499999999999995
withdrawal,61,1761,2.0
deposit,8,1762,4.65
deposit,18,1763,3.0
deposit,68,1764,7.6499999999999995
withdrawal,39,1765,2.0
withdrawal,16,1766,1.55
withdrawal,7,1767,1.0
withdrawal,94,1768,2.0
deposit,61,1769,4.65
withdrawal,51,1770,2.55
deposit,41,1771,4.65
deposit,11,1772,7.6499999999999995
deposit,99,1773,3.0
deposit,9,1774,6.0
deposit,47,1775,6.0
deposit,93,1776,3.0
withdrawal,9,1777,1.55
deposit,84,1778,6.0
withdrawal,26,1779,2.55
withdrawal,39,1780,2.55
withdrawal,63,1781,2.0
deposit,13,1782,6.0
deposit,68,1783,7.6499999999999995
withdrawal,12,1784,1.55
withdrawal,90,1785,1.0
withdrawal,74,1786,2.0
deposit,86,1787,4.65
deposit,31,1788,3.0
withdrawal,62,1789,1.55
deposit,66,1790,4.65
withdrawal,65,1791,1.0
withdrawal,90,1792,1.55
deposit,90,1793,4.65
withdrawal,97,1794,1.55
deposit,45,1795,6.0
deposit,23,1796,3.0
withdrawal,42,1797,2.0
withdrawal,62,1798,2.0
withdrawal,14,1799,2.0
deposit,98,1800,6.0
withdrawal,33,1801,1.0
withdrawal,5,1802,2.0
deposit,62,1803,3.0
withdrawal,52,1804,1.0
withdrawal,70,1805,1.55
withdrawal,38,1806,1.0
withdrawal,57,1807,1.55
withdrawal,99,1808,1.55
deposit,81,1809,6.0
withdrawal,81,1810,1.55
deposit,12,1811,6.0
deposit,24,1812,7.6499999999999995
deposit,70,1813,3.0
withdrawal,58,1814,1.55
deposit,97,1815,7.6499999999999995
withdrawal,75,1816,2.0
withdrawal,39,1817,1.55
withdrawal,46,1818,1.55
withdrawal,71,1819,1.55
withdrawal,2,1820,2.0
withdrawal,22,1821,1.0
withdrawal,36,1822,2.55
withdrawal,57,1823,1.0
deposit,16,1824,3.0
deposit,74,1825,4.65
deposit,39,1826,4.65
deposit,57,1827,4.65
withdrawal,16,1828,2.55
deposit,55,1829,6.0
withdrawal,65,1830,2.0
deposit,40,1831,7.6499999999999995
withdrawal,18,1832,2.55
deposit,42,1833,4.65
deposit,46,1834,3.0
deposit,48,1835,3.0
deposit,12,1836,3.0
withdrawal,81,1837,2.55
deposit,81,1838,4.65
withdrawal,60,1839,1.0
withdrawal,21,1840,2.0
withdrawal,51,1841,1.0
withdrawal,53,1842,2.0
withdrawal,24,1843,1.0
deposit,11,1844,3.0
deposit,8,1845,6.0
deposit,77,1846,7.6499999999999995
withdrawal,38,1847,1.55
withdrawal,13,1848,2.0
withdrawal,8,1849,2.55
withdrawal,44,1850,1.0
withdrawal,6,1851,2.55
withdrawal,97,1852,2.55
withdrawal,34,1853,2.55
withdrawal,39,1854,1.55
withdrawal,44,1855,1.0
deposit,66,1856,6.0
deposit,89,1857,7.6499999999999995
withdrawal,90,1858,2.0
withdrawal,73,1859,2.55
deposit,31,1860,7.6499999999999995
withdrawal,16,1861,2.0
withdrawal,33,1862,2.0
withdrawal,89,1863,1.0
withdrawal,81,1864,2.55
withdrawal,48,1865,2.55
withdrawal,18,1866,2.0
withdrawal,39,1867,2.0
withdrawal,96,1868,1.0
deposit,23,1869,6.0
withdrawal,58,1870,2.55
deposit,58,1871,7.6499999999999995
deposit,32,1872,3.0
withdrawal,57,1873,1.0
withdrawal,20,1874,2.0
deposit,85,1875,6.0
deposit,34,1876,7.6499999999999995
deposit,47,1877,4.65
withdrawal,51,1878,1.55
deposit,19,1879,4.65
deposit,38,1880,4.65
withdrawal,48,1881,2.0
withdrawal,26,1882,1.55
deposit,39,1883,7.6499999999999995
withdrawal,48,1884,2.0
withdrawal,24,1885,1.55
withdrawal,76,1886,2.55
deposit,61,1887,7.6499999999999995
deposit,65,1888,7.6499999999999995
deposit,35,1889,4.65
withdrawal,37,1890,2.55
withdrawal,3,1891,1.0
deposit,8,1892,4.65
deposit,90,1893,6.0
deposit,49,1894,3.0
withdrawal,1,1895,1.55
withdrawal,82,1896,2.55
withdrawal,50,1897,2.55
withdrawal,42,1898,2.55
deposit,67,1899,6.0
deposit,45,1900,6.0
deposit,30,1901,4.65
deposit,72,1902,4.65
withdrawal,65,1903,2.55
deposit,3,1904,7.6499999999999995
withdrawal,64,1905,2.0
deposit,70,1906,3.0
withdrawal,76,1907,2.0
withdrawal,46,1908,2.0
deposit,96,1909,7.6499999999999995
deposit,81,1910,6.0
deposit,14,1911,3.0
withdrawal,9,1912,2.0
withdrawal,52,1913,2.0
withdrawal,67,1914,1.0
withdrawal,51,1915,2.0
deposit,65,1916,6.0
withdrawal,48,1917,1.55
deposit,23,1918,3.0
deposit,55,1919,7.6499999999999995
deposit,23,1920,6.0
withdrawal,92,1921,2.0
withdrawal,80,1922,1.0
deposit,59,1923,4.65
withdrawal,44,1924,2.55
withdrawal,6,1925,2.55
deposit,21,1926,3.0
deposit,75,1927,6.0
withdrawal,42,1928,1.0
withdrawal,70,1929,1.0
withdrawal,91,1930,1.55
deposit,88,1931,4.65
withdrawal,15,1932,1.0
deposit,15,1933,6.0
withdrawal,86,1934,1.0
withdrawal,44,1935,2.55
withdrawal,40,1936,2.55
withdrawal,9,1937,1.55
withdrawal,8,1938,2.0
withdrawal,97,1939,1.0
deposit,26,1940,6.0
withdrawal,14,1941,2.0
deposit,34,1942,7.6499999999999995
deposit,7,1943,7.6499999999999995
withdrawal,7,1944,1.55
withdrawal,49,1945,2.0
deposit,57,1946,6.0
deposit,39,1947,6.0
withdrawal,11,1948,2.55
